NOMBRE,APELLIDO,POBLACIÓN,FECHA-NACIMIENTO,EDAD,VALORES,SALARIO
KAMEL,GAMIZ,Bizkaia,,,,
GUILLERMO ANTONIO,BETHENCOURT,Bizkaia,,,,
JOSEP MANEL,CABANES,Bizkaia,,,,
PIETRO,CANCELA,Bizkaia,,,,
CARLOS FELIPE,BAÑON,Álava,,,,
FRANCISCO PABLO,MIÑANO,Álava,,,,
JUAN ALFREDO,MONTAÑA,Álava,,,,
VALENTINO,TINOCO,Álava,,,,
JOAQUIN ANGEL,RECUERO,Álava,,,,
CRISTOBAL JOSE,BUSTILLO,Euskadi,,,,
JOSE LEONARDO,LORITE,Euskadi,,,,
LONGINOS,MANCHON,Euskadi,,,,
RUFO,VERGES,Euskadi,,,,
ALEJANDRO LUIS,QUERALT,Euskadi,,,,
JOSE AVELINO,SALVA,Bizkaia,,,,
JOSE ISIDRO,VILLALONGA,Bizkaia,,,,
REYNALDO,MANRESA,Bizkaia,,,,
VICTOR ALEJANDRO,VICTORIA,Álava,,,,
ABDELOUAHAB,MAYOL,Álava,,,,
DANIEL FERNANDO,ORTI,Álava,,,,
OTILIO,CLAROS,Álava,,,,
ELIEZER,SANGUINO,Álava,,,,
SERGIO ALEJANDRO,BAILON,Euskadi,,,,
CRISTIAN MANUEL,PLANELLS,Euskadi,,,,
DANI,SAN EMETERIO,Euskadi,,,,
FRANKLIN,IGUAL,Euskadi,,,,
RICARDO LUIS,MURESAN,Álava,,,,
SEKOU,MATESANZ,Álava,,,,
JUAN MARIANO,OPREA,Álava,,,,
MARCO AURELIO,THOMAS,Euskadi,,,,
ADRIEL,BRIZ,Euskadi,,,,
ANTONIO AGUSTIN,BUZON,Euskadi,,,,
EROS,ESQUINAS,Euskadi,,,,
PABLO NICOLAS,ROMA,Euskadi,,,,
AMERICO,BRU,Gipuzkoa,,,,
ZAID,DEL ALAMO,Gipuzkoa,,,,
DANIEL ANDRES,LOMAS,Gipuzkoa,,,,
JESUS MARIANO,OLIVAS,Gipuzkoa,,,,
JHONNY,ION,Gipuzkoa,,,,
JON MIKEL,MORATALLA,Bizkaia,,,,
KOLDOBIKA,CASELLAS,Bizkaia,,,,
MARIO LUIS,LOIS,Bizkaia,,,,
MIKHAIL,ALMENARA,Bizkaia,,,,
GERHARD,CAPITAN,Bizkaia,,,,
CONSTANTE,BLESA,Álava,,,,
ELPIDIO,JOSE,Álava,,,,
NICULAE,CARNICERO,Álava,,,,
ASSANE,MANCHADO,Álava,,,,
CHRISTOPHE,MAURI,Álava,,,,
DORU,OLIVAN,Euskadi,,,,
FELIPE ANTONIO,ARQUES,Euskadi,,,,
FERNANDO FRANCISCO,NAVAJAS,Euskadi,,,,
JAVIER ALBERTO,LACALLE,Euskadi,,,,
JULIAN MANUEL,COLORADO,Euskadi,,,,
ALBANO,BIELSA,Gipuzkoa,,,,
ANGEL PEDRO,MANCILLA,Gipuzkoa,,,,
JOSE ELOY,BERNA,Gipuzkoa,,,,
VALERI,BELLVER,Gipuzkoa,,,,
ANTONIO PABLO,AGUILO,Gipuzkoa,,,,
BARRY,LAGARES,Bizkaia,,,,
CARMELO JESUS,VIZUETE,Bizkaia,,,,
JESUS PABLO,FRESNO,Bizkaia,,,,
MALICK,CHUECA,Bizkaia,,,,
PERU,SAUCEDO,Bizkaia,,,,
SANDU,MUHAMMAD,Álava,,,,
BOUSSELHAM,IRIGOYEN,Álava,,,,
ILUMINADO,LAINEZ,Álava,,,,
OTHMAN,JARQUE,Álava,,,,
RAFAEL DAVID,COUSO,Álava,,,,
BRUNO MIGUEL,PETROV,Euskadi,,,,
DAVID MIGUEL,BELINCHON,Euskadi,,,,
DOMENICO,DEL AGUILA,Euskadi,,,,
PABLO ANGEL,ISERN,Euskadi,,,,
MANUEL TOMAS,NUEZ,Euskadi,,,,
OCTAVI,MONCADA,Gipuzkoa,,,,
AMETS,ARENCIBIA,Gipuzkoa,,,,
ANGEL JUAN,FILGUEIRA,Gipuzkoa,,,,
JAIME ANDRES,VIVANCO,Gipuzkoa,,,,
ABDESSELAM,NOVAS,Gipuzkoa,,,,
BORISLAV,VILLEN,Bizkaia,,,,
DIEGO MARTIN,DE PRADO,Bizkaia,,,,
ERWIN,FLEITAS,Bizkaia,,,,
FERNANDO CARLOS,GABRIEL,Bizkaia,,,,
HERBERT,CAPO,Bizkaia,,,,
TITO,MAÑEZ,Álava,,,,
LIBORIO,MONTEJO,Álava,,,,
ODILO,UGALDE,Álava,,,,
CESAR JOSE,MASCARO,Álava,,,,
IGNACIO ANTONIO,VIEDMA,Álava,,,,
RAFAEL ALEJANDRO,SARRION,Euskadi,,,,
ALEJANDRO DANIEL,MENOR,Euskadi,,,,
ANGEL TOMAS,MONTEIRO,Euskadi,,,,
DMITRY,GIRONES,Euskadi,,,,
GIORGI,GARRO,Euskadi,,,,
TOMAS ANTONIO,COMA,Gipuzkoa,,,,
AIRAN,AMATE,Gipuzkoa,,,,
FRANCISCO SANTIAGO,CAMARGO,Gipuzkoa,,,,
JUN,MARAÑON,Gipuzkoa,,,,
LAMBERTO,BELLES,Gipuzkoa,,,,
OSCAR MIGUEL,OSES,Bizkaia,,,,
ANDRES LUIS,BORRALLO,Bizkaia,,,,
NICHOLAS,PARERA,Bizkaia,,,,
OSCAR ANDRES,DE LA PUENTE,Bizkaia,,,,
ANTONIO JULIAN,ANGLADA,Bizkaia,,,,
DORIAN,MANUEL,Álava,,,,
NORDIN,ALDANA,Álava,,,,
DAVID FRANCISCO,MINGORANCE,Álava,,,,
ILYASS,CERRILLO,Álava,,,,
JOSE GINES,GIRALT,Álava,,,,
ABDELFATTAH,LLERA,Euskadi,,,,
BABA,SANTISTEBAN,Euskadi,,,,
CARLOS HUGO,ALEJANDRE,Euskadi,,,,
CRISTIAN DANIEL,BORONAT,Euskadi,,,,
DAYRON,BARAJAS,Euskadi,,,,
YAYA,URREA,Gipuzkoa,,,,
ANIANO,MOHEDANO,Gipuzkoa,,,,
BREIXO,MORAGUES,Gipuzkoa,,,,
JAIME JESUS,DE FRANCISCO,Gipuzkoa,,,,
KEVIN ALEXANDER,DE SOUZA,Gipuzkoa,,,,
ODEI,ALOS,Bizkaia,,,,
AGUSTIN JOSE,ANDREO,Bizkaia,,,,
BENET,ITURBE,Bizkaia,,,,
PAULO CESAR,VECINO,Bizkaia,,,,
ROLF,LEBRON,Bizkaia,,,,
SLIMANE,ESCRIG,Álava,,,,
VICTOR RAMON,AÑON,Álava,,,,
ANDRES MARIA,SANTIN,Álava,,,,
GHULAM,BERZOSA,Álava,,,,
HARRY,SUN,Álava,,,,
JESUS GABRIEL,COULIBALY,Euskadi,,,,
SIMONE,FERRANDIS,Euskadi,,,,
VASILICA,FERIA,Euskadi,,,,
JESUS EMILIO,BACHILLER,Euskadi,,,,
PABLO MARIA,CASTAN,Euskadi,,,,
EMILIO FRANCISCO,AGUDELO,Gipuzkoa,,,,
JORGE ELIECER,FRUCTUOSO,Gipuzkoa,,,,
REMUS,TORRENTS,Gipuzkoa,,,,
ALEXEI,ZAZO,Gipuzkoa,,,,
RUBEN ANTONIO,BENJUMEA,Gipuzkoa,,,,
ALFREDO MANUEL,CASTAÑON,Bizkaia,,,,
EDILBERTO,BARBERAN,Bizkaia,,,,
ABID,NAHARRO,Bizkaia,,,,
EL HOUCINE,FALL,Bizkaia,,,,
ESTEBAN JOSE,RIAÑO,Bizkaia,,,,
FERNANDO DANIEL,MIER,Álava,,,,
NIKOLA,BONO,Álava,,,,
PERE JOAN,PARDOS,Álava,,,,
ADONAY,BUJAN,Álava,,,,
HATIM,GAMBIN,Álava,,,,
JULIO LUIS,DONATE,Euskadi,,,,
KIRIL,PERNIA,Euskadi,,,,
MASSIMILIANO,ALAMEDA,Euskadi,,,,
ARTEM,PICHARDO,Euskadi,,,,
CARLOS EMILIO,BENEYTO,Euskadi,,,,
JOHN MICHAEL,CORREIA,Gipuzkoa,,,,
MANUEL FELIPE,QIU,Gipuzkoa,,,,
XOSE,VILELA,Gipuzkoa,,,,
CARLOS RAUL,OLMEDA,Gipuzkoa,,,,
GREGORIO JOSE,BURILLO,Gipuzkoa,,,,
JOSE RODRIGO,ACEBES,Bizkaia,,,,
PATXI XABIER,TRENADO,Bizkaia,,,,
GRAHAM,OLLERO,Bizkaia,,,,
TARAS,KHAN,Bizkaia,,,,
CESAR JAVIER,MOLES,Bizkaia,,,,
JOSE FIDEL,PI,Álava,,,,
LUIS JUAN,FABREGA,Álava,,,,
MANUEL RICARDO,CHICHARRO,Álava,,,,
DAVID FERNANDO,ANTUÑA,Álava,,,,
JOHAN,TATO,Álava,,,,
JOHN EDWARD,DIAGO,Euskadi,,,,
NATHAN,ALTUNA,Euskadi,,,,
EL MAHDI,GUITART,Euskadi,,,,
GASTON,PALAO,Euskadi,,,,
ISIDRO JOSE,LAHUERTA,Euskadi,,,,
MATTHEW,AMOEDO,Gipuzkoa,,,,
STOYAN,LARGO,Gipuzkoa,,,,
ALVARO LUIS,SANDE,Gipuzkoa,,,,
GUILLERMO MANUEL,BERMUDO,Gipuzkoa,,,,
JOHN ALEXANDER,PONTE,Gipuzkoa,,,,
ESAU,PINAR,Bizkaia,,,,
TOMAS MANUEL,BERGES,Bizkaia,,,,
JOAQUIN VICENTE,PADIAL,Bizkaia,,,,
VIRGINIO,RAVELO,Bizkaia,,,,
ALFONSO MIGUEL,CHAO,Bizkaia,,,,
CHRISTOPHER JOHN,MIÑARRO,Álava,,,,
GEOFFREY,FORES,Álava,,,,
KEVIN ANDRES,ROCHE,Álava,,,,
NADAL,AQUINO,Álava,,,,
JESUS SANTIAGO,GUEYE,Álava,,,,
PASTOR,MEDEL,Euskadi,,,,
STEPHEN JOHN,MERLO,Euskadi,,,,
ZAKARIAE,XIA,Euskadi,,,,
JEAN CLAUDE,SEDEÑO,Euskadi,,,,
TOUFIK,AVENDAÑO,Euskadi,,,,
FRANZ,BLAYA,Gipuzkoa,,,,
OLEGUER,FORMOSO,Gipuzkoa,,,,
BOUZEKRI,JUANES,Gipuzkoa,,,,
CARMELO JOSE,GUELL,Gipuzkoa,,,,
SABIN,MOROTE,Gipuzkoa,,,,
SALVADOR JESUS,GORRIZ,Bizkaia,,,,
JESUS TOMAS,MUIÑO,Bizkaia,,,,
KRISTIAN,ARBELO,Bizkaia,,,,
LUKASZ,MAZON,Bizkaia,,,,
MANSOUR,RIZO,Bizkaia,,,,
RICCARDO,PAYAN,Álava,,,,
CARLOS GUILLERMO,NOGUERAS,Álava,,,,
DOMINGOS,MASA,Álava,,,,
ENRIQUE CARLOS,SORO,Álava,,,,
FELIPE MANUEL,BOTE,Álava,,,,
FELIX MARIA,ZAYAS,Euskadi,,,,
HORST,MONSALVE,Euskadi,,,,
JACQUES,PAMIES,Euskadi,,,,
MIGUEL FERNANDO,PEÑAFIEL,Euskadi,,,,
GUSTAVO JAVIER,OLAYA,Euskadi,,,,
JERONI,MONCAYO,Gipuzkoa,,,,
PASCAL,VICEDO,Gipuzkoa,,,,
JAVIER CARLOS,ARMESTO,Gipuzkoa,,,,
JORGE VICENTE,GOIKOETXEA,Gipuzkoa,,,,
ORESTES,PRIOR,Gipuzkoa,,,,
YOUCEF,CAMBRA,Bizkaia,,,,
GUNTER,DE LA PAZ,Bizkaia,,,,
AMOS,CARVALHO,Bizkaia,,,,
CARLOS JOAQUIN,HUERGA,Bizkaia,,,,
TOADER,NUEVO,Bizkaia,,,,
ANDRES FERNANDO,FIERRO,Álava,,,,
CALIN,LAPEÑA,Álava,,,,
HAO,SOLLA,Álava,,,,
JAIME FRANCISCO,MOURIÑO,Álava,,,,
JOAO PEDRO,DE ARRIBA,Álava,,,,
MARKO,SANDU,Euskadi,,,,
DIRK,MORTE,Euskadi,,,,
FRANCISCO DOMINGO,TUDOR,Euskadi,,,,
CRISTIAN CAMILO,DE VEGA,Euskadi,,,,
DJIBRIL,CELDRAN,Euskadi,,,,
GUILLERMO JESUS,YEBRA,Gipuzkoa,,,,
JUAN LUCAS,FIGUEIRAS,Gipuzkoa,,,,
JACEK,SAÑUDO,Gipuzkoa,,,,
LAURENT,CORCHERO,Gipuzkoa,,,,
MAKSYM,DOS ANJOS,Gipuzkoa,,,,
MARINEL,BECERRIL,Bizkaia,,,,
ROBERTO LUIS,LIZARRAGA,Bizkaia,,,,
VESELIN,ROUCO,Bizkaia,,,,
SOFIAN,SAHUQUILLO,Bizkaia,,,,
TERENCE,MONTERDE,Bizkaia,,,,
ANTONIO SANTIAGO,PEDREÑO,Álava,,,,
CRISPULO,CECILIA,Álava,,,,
DANTE,TRAPERO,Álava,,,,
JUAN MATIAS,DOBLADO,Álava,,,,
LUIS TOMAS,GRAGERA,Álava,,,,
NATAN,ZUBIZARRETA,Euskadi,,,,
PANTALEON,FAUS,Euskadi,,,,
ANGEL PABLO,AIZPURUA,Euskadi,,,,
DALMACIO,SANAHUJA,Euskadi,,,,
RICARDO ANDRES,ATENCIA,Euskadi,,,,
AUGUSTIN,FORT,Gipuzkoa,,,,
BENITO JOSE,CAICEDO,Gipuzkoa,,,,
HORTENSIO,BALSERA,Gipuzkoa,,,,
JEFFERSON,FIOL,Gipuzkoa,,,,
JOSE ALEXANDER,ALBIOL,Gipuzkoa,,,,
KERMAN,MAGDALENA,Bizkaia,,,,
EDUARDO ENRIQUE,SAN SEGUNDO,Bizkaia,,,,
EVENCIO,CORES,Bizkaia,,,,
GAVRIL,MEROÑO,Bizkaia,,,,
IRENEO,TOMA,Bizkaia,,,,
OT,PALOMERO,Álava,,,,
TUDOREL,MECA,Álava,,,,
AXIER,MUNTEANU,Álava,,,,
JOSE CESAR,BETANCORT,Álava,,,,
LEKBIR,NAJERA,Álava,,,,
TIBERIU,NAYA,Euskadi,,,,
XOAN,SUBIRATS,Euskadi,,,,
LORENZO JOSE,MONASTERIO,Euskadi,,,,
ESCOLASTICO,SAYAGO,Euskadi,,,,
GERSON,LEZCANO,Euskadi,,,,
LUIS MARTIN,ARRIOLA,Gipuzkoa,,,,
LUKEN,FORNER,Gipuzkoa,,,,
HONORINO,ARMADA,Gipuzkoa,,,,
ANGEL SANTIAGO,SELVA,Gipuzkoa,,,,
JONATHAN DAVID,POVEDANO,Gipuzkoa,,,,
LUIS JOAQUIN,PETROVA,Bizkaia,,,,
ALEJANDRO FRANCISCO,BARRO,Bizkaia,,,,
JESUS DOMINGO,VIÑALS,Bizkaia,,,,
JOAN LLUIS,REGIDOR,Bizkaia,,,,
PAVLO,PEDRO,Bizkaia,,,,
ROMULO,MEZA,Álava,,,,
SENDOA,MOREJON,Álava,,,,
MIGUEL EDUARDO,CABANAS,Álava,,,,
ANTOINE,RENEDO,Álava,,,,
JOHNNY,PAIS,Álava,,,,
LAID,BIOSCA,Euskadi,,,,
ROSARIO,DUAL,Euskadi,,,,
ANUAR,SOLDEVILA,Euskadi,,,,
EDISON,PORCAR,Euskadi,,,,
GILBERT,PIQUE,Euskadi,,,,
JOSE ELADIO,TARRAGA,Gipuzkoa,,,,
MANUEL PABLO,GAYOSO,Gipuzkoa,,,,
ARES,FAYOS,Gipuzkoa,,,,
FENG,BOTANA,Gipuzkoa,,,,
LUIS DOMINGO,MEDEROS,Gipuzkoa,,,,
NASIR,PENAS,Bizkaia,,,,
CRISTIAN JAVIER,QUIROZ,Bizkaia,,,,
DAILOS,FORTEA,Bizkaia,,,,
GONZALO JAVIER,APARISI,Bizkaia,,,,
JUAN ELIAS,PAZO,Bizkaia,,,,
JUNIOR,DE LUIS,Álava,,,,
ANTXON,VINAGRE,Álava,,,,
ARMANDO JOSE,ZURDO,Álava,,,,
DOUGLAS,VALLINA,Álava,,,,
FELIPE JESUS,CARRIO,Álava,,,,
PAULO ALEXANDRE,YESTE,Euskadi,,,,
DELIO,PUJADAS,Euskadi,,,,
ECHEDEY,PRECIADO,Euskadi,,,,
FRANCISCO SOLANO,ESCANDELL,Euskadi,,,,
FREDY,AVELLANEDA,Euskadi,,,,
HECTOR JAVIER,EXTREMERA,Gipuzkoa,,,,
JOSE ALONSO,ALBERCA,Gipuzkoa,,,,
NIKITA,GARRE,Gipuzkoa,,,,
ENRIQUE JUAN,FUMERO,Gipuzkoa,,,,
PONCIANO,DE PABLOS,Gipuzkoa,,,,
YI,VAQUERIZO,Bizkaia,,,,
CESAR ALBERTO,BALBUENA,Bizkaia,,,,
MANUEL JORGE,ABAL,Bizkaia,,,,
FELISINDO,LUPU,Bizkaia,,,,
HANS PETER,CARBAJAL,Bizkaia,,,,
JAVIER EDUARDO,MUELAS,Álava,,,,
JOSE MATEO,CINTAS,Álava,,,,
MANUEL ESTEBAN,DOÑA,Álava,,,,
ZBIGNIEW,BOSQUE,Álava,,,,
JOSE ORLANDO,DE GRACIA,Álava,,,,
JOZEF,OLANO,Euskadi,,,,
MATTHIAS,BRAGADO,Euskadi,,,,
ANTHONY JOHN,MINGO,Euskadi,,,,
DRAGOS,ARDILA,Euskadi,,,,
JEFFREY,MANEIRO,Euskadi,,,,
JON JOSEBA,AGIRRE,Gipuzkoa,,,,
JORGE ANGEL,CEVALLOS,Gipuzkoa,,,,
FERNANDO ALBERTO,LEO,Gipuzkoa,,,,
FERNANDO ENRIQUE,HEREDERO,Gipuzkoa,,,,
GRACILIANO,BRUNET,Gipuzkoa,,,,
HEINZ,MARUGAN,Bizkaia,,,,
JIMMY,ARTACHO,Bizkaia,,,,
JOSE BENJAMIN,ALIAS,Bizkaia,,,,
MARIO MANUEL,ORIA,Bizkaia,,,,
CHRISTIAN DAVID,PANDO,Bizkaia,,,,
KARL,ALTAMIRANO,Álava,,,,
LUIS CESAR,FERRERES,Álava,,,,
LUIS ESTEBAN,FARRES,Álava,,,,
MILAN,HENAO,Álava,,,,
RADOSLAV,CRISTEA,Álava,,,,
ANDRES MAURICIO,BUIL,Euskadi,,,,
JORGE MARIO,SOCORRO,Euskadi,,,,
JUAN MARIO,ESQUIVEL,Euskadi,,,,
KHADIM,TARAZONA,Euskadi,,,,
UWE,BASCUÑANA,Euskadi,,,,
GAVRILA,BENLLOCH,Gipuzkoa,,,,
MOHAND,CAPELLA,Gipuzkoa,,,,
XURXO,CEJAS,Gipuzkoa,,,,
CLAUDINO,BARREIRA,Gipuzkoa,,,,
JULIO ANDRES,GONÇALVES,Gipuzkoa,,,,
KURT,VILLARES,Bizkaia,,,,
M'HAMED,ESCODA,Bizkaia,,,,
MARIO JAVIER,SOLANAS,Bizkaia,,,,
SEBASTIEN,LORES,Bizkaia,,,,
VICENTE SALVADOR,SOW,Bizkaia,,,,
ZOLTAN,CORZO,Álava,,,,
ANTERO,REVERT,Álava,,,,
DAVID ALEXANDER,RIGO,Álava,,,,
RAUL MANUEL,SANTANO,Álava,,,,
RUBEN DAVID,FIGUEROLA,Álava,,,,
AMJAD,ESPADAS,Euskadi,,,,
LUKA,PENALVA,Euskadi,,,,
OTMANE,VELILLA,Euskadi,,,,
RAMDANE,LLANES,Euskadi,,,,
RAZVAN,TABERNERO,Euskadi,,,,
DIDIER,CABEZUELO,Gipuzkoa,,,,
JOSEP FRANCESC,ALMELA,Gipuzkoa,,,,
MARTINIANO,CABEZON,Gipuzkoa,,,,
STANISLAW,VARGA,Gipuzkoa,,,,
VICTOR RAUL,MASCARELL,Gipuzkoa,,,,
DAME,CHENG,Bizkaia,,,,
EL ARBI,BALLESTERO,Bizkaia,,,,
GONZALO MANUEL,GOYA,Bizkaia,,,,
JILALI,DINU,Bizkaia,,,,
ALY,STANCIU,Bizkaia,,,,
AZZEDDINE,TEJERINA,Álava,,,,
GELU,MONCHO,Álava,,,,
PEDRO EMILIO,PUCHADES,Álava,,,,
ALBERTO FRANCISCO,LUCERO,Álava,,,,
FERNANDO GABRIEL,ROGER,Álava,,,,
IDRISSA,ALBERTO,Euskadi,,,,
IVAN ANTONIO,LOZA,Euskadi,,,,
JESUS FELIX,RIESGO,Euskadi,,,,
MANUEL ALFREDO,CARTAGENA,Euskadi,,,,
SOFIANE,LENDINEZ,Euskadi,,,,
JOAQUIN LUIS,COSANO,Gipuzkoa,,,,
RAMON MIGUEL,CABERO,Gipuzkoa,,,,
ROBINSON,ALGARRA,Gipuzkoa,,,,
HUGO ALBERTO,DE LA MATA,Gipuzkoa,,,,
LOUIS,MONTON,Gipuzkoa,,,,
NADEEM,CHAVARRIA,Bizkaia,,,,
TOMAS FRANCISCO,COLOMINA,Bizkaia,,,,
ANTONIO FELIX,JOHNSON,Bizkaia,,,,
HOSSAIN,VALIÑO,Bizkaia,,,,
LUIS OSCAR,LUCIO,Bizkaia,,,,
MILTON,CIFRE,Álava,,,,
AYMANE,CAÑAMERO,Álava,,,,
GERARDO JOSE,BEATO,Álava,,,,
JORGE RAFAEL,BRAÑA,Álava,,,,
FELIX ALBERTO,BAÑULS,Álava,,,,
JOSEP MANUEL,RONDA,Euskadi,,,,
MARIO ALEJANDRO,VILASECA,Euskadi,,,,
RAFAEL EDUARDO,HERRAN,Euskadi,,,,
SEYDOU,TELLERIA,Euskadi,,,,
MICHAEL JAMES,NEGRO,Euskadi,,,,
MIGUEL ALFONSO,BARREDO,Gipuzkoa,,,,
RAFIK,FERRAN,Gipuzkoa,,,,
ARAM,VIEITES,Gipuzkoa,,,,
CORNELIO,REGUERO,Gipuzkoa,,,,
HOUSSAM,VALIDO,Gipuzkoa,,,,
PEDRO GABRIEL,URANGA,Bizkaia,,,,
RAHAL,ORIVE,Bizkaia,,,,
FABRICIO,TROYANO,Bizkaia,,,,
FRANCISCO IVAN,YANEZ,Bizkaia,,,,
IGNACIO LUIS,LANGA,Bizkaia,,,,
RICARDO ALBERTO,ADAM,Álava,,,,
SABAS,DIARRA,Álava,,,,
ADRIAN MANUEL,CLARAMUNT,Álava,,,,
ANARTZ,ANDREI,Álava,,,,
ANDRES ALBERTO,BELLOSO,Álava,,,,
ASEN,PINILLOS,Euskadi,,,,
CATALINO,DOPAZO,Euskadi,,,,
JULIEN,MUIÑOS,Euskadi,,,,
JUVENTINO,SIGUENZA,Euskadi,,,,
OTTO,GONZALVO,Euskadi,,,,
ANTONIO EMILIO,CABAÑERO,Gipuzkoa,,,,
BERND,LAMELA,Gipuzkoa,,,,
CARLOS ERNESTO,CARRAL,Gipuzkoa,,,,
LUIS ADOLFO,IMAZ,Gipuzkoa,,,,
JUAN PASCUAL,MASO,Gipuzkoa,,,,
CASILDO,MANZANERA,Bizkaia,,,,
CHERKI,FABIAN,Bizkaia,,,,
JOSE HUMBERTO,RANDO,Bizkaia,,,,
JUAN CLAUDIO,SUEIRO,Bizkaia,,,,
LAHOUCINE,MACARRO,Bizkaia,,,,
VICENTE RAFAEL,GUINEA,Álava,,,,
WALDO,VAÑO,Álava,,,,
JHON ALEXANDER,PEON,Álava,,,,
JULIAN DAVID,VERDAGUER,Álava,,,,
CARLOS SANTIAGO,PIÑON,Álava,,,,
JUAN VALENTIN,CALONGE,Euskadi,,,,
JULIAN ANGEL,GERMAN,Euskadi,,,,
SAULO,NEAGU,Euskadi,,,,
DANNY,LINDE,Euskadi,,,,
JOAQUIN RAMON,RUIPEREZ,Euskadi,,,,
RAMON VICENTE,SERVERA,Gipuzkoa,,,,
RECAREDO,COLOME,Gipuzkoa,,,,
ALFONSO ANTONIO,BURGUEÑO,Gipuzkoa,,,,
BENIAMIN,INGLES,Gipuzkoa,,,,
FRANCISCO RUBEN,YU,Gipuzkoa,,,,
HERMES,CISSE,Bizkaia,,,,
SALVADOR MANUEL,ESCAMEZ,Bizkaia,,,,
THIERRY,PUJANTE,Bizkaia,,,,
CARLOS ADRIAN,HUARTE,Bizkaia,,,,
FELIX MIGUEL,COBAS,Bizkaia,,,,
SANTIAGO MIGUEL,ENCISO,Álava,,,,
ANDRES EDUARDO,ANDUEZA,Álava,,,,
PETR,VILLARRUBIA,Álava,,,,
ROBERT JOHN,DE VICENTE,Álava,,,,
VICENTE ENRIQUE,ROY,Álava,,,,
BREOGAN,BARBEITO,Euskadi,,,,
JORGE ARMANDO,AGRA,Euskadi,,,,
OSCAR FERNANDO,CANTALEJO,Euskadi,,,,
GUILLERMO JAVIER,CALLES,Euskadi,,,,
JOSE CANDIDO,CUMPLIDO,Euskadi,,,,
JOSE MAURICIO,MANERO,Gipuzkoa,,,,
SANTIAGO LUIS,YUBERO,Gipuzkoa,,,,
TOMEU,GRANJA,Gipuzkoa,,,,
DAVID ALBERTO,PARAMO,Gipuzkoa,,,,
JAVIER FERNANDO,PEÑATE,Gipuzkoa,,,,
JEROME,DOCAMPO,Bizkaia,,,,
JOSE VIDAL,FONTANET,Bizkaia,,,,
JULIO FERNANDO,BAÑO,Bizkaia,,,,
OLEKSIY,GRIMA,Bizkaia,,,,
SAJID,ARGUDO,Bizkaia,,,,
LUIS GERMAN,SOTOMAYOR,Álava,,,,
MUHAMADOU,GUIU,Álava,,,,
PEDRO SANTIAGO,BAYARRI,Álava,,,,
ALLAN,PEDROS,Álava,,,,
ASIF,FORCADA,Álava,,,,
FERNANDO JUAN,ESLAVA,Euskadi,,,,
KONSTANTIN,CREUS,Euskadi,,,,
PEP,VILELLA,Euskadi,,,,
ALEXANDRU IONUT,MENCIA,Euskadi,,,,
EUGENIO MANUEL,PAMPIN,Euskadi,,,,
FLORINEL,ESPAÑOL,Gipuzkoa,,,,
JOAN BAPTISTA,HENARES,Gipuzkoa,,,,
RAFAEL JAVIER,RUPEREZ,Gipuzkoa,,,,
RICARDO MIGUEL,MANCHA,Gipuzkoa,,,,
JAIME ENRIQUE,CALIN,Gipuzkoa,,,,
LUIS ANIBAL,REPISO,Bizkaia,,,,
MAXIMILIAN,BENGOA,Bizkaia,,,,
MOHAMED LARBI,MENDIOLA,Bizkaia,,,,
ACISCLO,QUEZADA,Bizkaia,,,,
ALEXANDRU GABRIEL,VAREA,Bizkaia,,,,
HANS JURGEN,BORT,Álava,,,,
OSCAR FRANCISCO,DE LA RUBIA,Álava,,,,
PELLO,ANTA,Álava,,,,
SHAHZAD,MAILLO,Álava,,,,
YONG,TORNE,Álava,,,,
EL MAHJOUB,MOMPO,Euskadi,,,,
JOSEP VICENT,SOJO,Euskadi,,,,
MANUEL EUGENIO,CALVILLO,Euskadi,,,,
PABLO MARTIN,MANCHEÑO,Euskadi,,,,
RAUL JESUS,BADIOLA,Euskadi,,,,
ANTONIO RAUL,PATO,Gipuzkoa,,,,
CARLOS JORGE,FERRON,Gipuzkoa,,,,
HELIOS,DEL ARCO,Gipuzkoa,,,,
PEDRO DOMINGO,BAH,Gipuzkoa,,,,
SALIOU,LIDON,Gipuzkoa,,,,
ANTONIO FELIPE,MARIMON,Bizkaia,,,,
ELIAN,POMAR,Bizkaia,,,,
FERNANDO ANGEL,CELADA,Bizkaia,,,,
RAPHAEL,ANGHEL,Bizkaia,,,,
RICARDO FRANCISCO,GARDE,Bizkaia,,,,
SVEN,WILSON,Álava,,,,
VICENTE CARLOS,ABDESELAM,Álava,,,,
VLADYSLAV,CARRATALA,Álava,,,,
ZEBENZUI,QUIJANO,Álava,,,,
DANIEL DAVID,MASSO,Álava,,,,
HAMMADI,ZAPATER,Euskadi,,,,
JESUS MARTIN,CARCELLER,Euskadi,,,,
NICOLAS JOSE,TAPIAS,Euskadi,,,,
RAFAEL IGNACIO,LACRUZ,Euskadi,,,,
SELLAM,LOJO,Euskadi,,,,
JUAN MARCELO,PALOU,Gipuzkoa,,,,
LUIS GUSTAVO,AHMAD,Gipuzkoa,,,,
ANGEL SALVADOR,CORROCHANO,Gipuzkoa,,,,
CARLOS TOMAS,LAZCANO,Gipuzkoa,,,,
JOSE CLAUDIO,COLON,Gipuzkoa,,,,
JOSE LEANDRO,MURCIANO,Bizkaia,,,,
LUIS MARCELO,PIÑERA,Bizkaia,,,,
PABLO FERNANDO,BALCELLS,Bizkaia,,,,
